Date,US_Equities,US_10Yr_Bond,US_REITs,US_Commodities_Gold
2000-09-30,-0.05486187651585839,0.0074083333333333475,0.03316754869605254,-0.016888185036319503
2000-10-31,-0.004677735875788347,0.009933333333333301,-0.046287742912154206,-0.03179828952101571
2000-11-30,-0.07465304232488568,0.006483333333333323,0.01739888969724901,0.01963009560907447
2000-12-31,-0.0052268688544011566,0.04556666666666666,0.07502617578415327,0.007034408935763681
2001-01-31,0.04445946223249231,0.011166666666666686,0.004324947759414943,-0.023529389325310235
2001-02-28,-0.09538751897706754,0.009400000000000028,-0.017226618630622692,0.0045180032450204965
2001-03-31,-0.05603737854894886,0.02209999999999998,0.01063067847706245,-0.033358299489093635
2001-04-30,0.08544029752554727,-0.01717499999999996,0.022847352889224126,0.023652602744783424
2001-05-31,-0.005606005377192691,-0.016966666666666685,0.021477659529615334,0.004924196185487784
2001-06-30,-0.023829136323348044,0.01384166666666664,0.06272915728899475,0.019977454030954744
2001-07-31,-0.010195897834937573,0.00779999999999998,-0.020968473580183833,-0.016260139679380448
2001-08-31,-0.059332575620287265,0.027316666666666736,0.03542035981213343,0.030803836639480497
2001-09-30,-0.08162980901869821,0.0245416666666666,-0.03513507999396004,0.06559766909758169
2001-10-31,0.01302133983879683,0.017541666666666643,-0.03372685687035837,-0.04411762710587208
2001-11-30,0.077977421212158,-0.002991666666666684,0.05759143052928639,-0.02003580001257832
2001-12-31,0.0056388467482539895,-0.033524999999999944,0.03023699664303381,0.017524711272395743
2002-01-31,-0.009798400978033639,0.008491666666666672,-0.00247293526603265,0.012199475233458879
2002-02-28,-0.017936348540774638,0.015249999999999962,0.019834165502519374,0.05175471743222215
2002-03-31,0.033271310159391554,-0.02735833333333329,0.06241968133778819,0.01988538474466761
2002-04-30,-0.058156161147209784,0.010349999999999995,0.006153965494534619,0.02081952302014689
2002-05-31,-0.005933163736011826,0.008591666666666671,0.01299685684784535,0.0569763886412169
2002-06-30,-0.07380828493785607,0.02385000000000003,0.028197210022532282,-0.039816232771822335
2002-07-31,-0.07881902849608513,0.027908333333333247,-0.05278817154029458,-0.03285482549591312
2002-08-31,0.006801323375615453,0.03702500000000007,0.001569555776859799,0.030342946302954532
2002-09-30,-0.10485262958765063,0.0367,-0.03548259464870518,0.036811780488736456
2002-10-31,0.08228381392861617,-0.0027249999999999935,-0.04954614472286423,-0.01821548011010443
2002-11-30,0.061680791370636756,-0.006066666666666699,0.04604672571381774,-0.0037736232925511537
2002-12-31,-0.05656935913448369,0.005074999999999989,0.006802736506175799,0.09722228376686348
2003-01-31,-0.024594824815086902,0.0016583333333333437,-0.027026525093848175,0.059551154562663244
2003-02-28,-0.013479394549402723,0.01612500000000001,0.017361199077003064,-0.04914465431943482
2003-03-31,0.0021403525909802212,0.010899999999999983,0.02037437601817582,-0.04083386011446788
2003-04-30,0.08461141212739065,-0.009574999999999952,0.0405407573901988,0.00952668134914414
2003-05-31,0.05483643120794324,0.03645,0.0551946873208502,0.07490413871809443
2003-06-30,0.01065166651666516,0.023374999999999934,0.022520291504260825,-0.05075445816186552
2003-07-31,0.018026925391827264,-0.052474999999999994,0.051829607826749946,0.023121387283236983
2003-08-31,0.02062589020830341,-0.03663333333333336,0.006521496648942637,0.06129946951138776
2003-09-30,-0.01090612511326261,0.01900833333333342,0.03405333664852117,0.02581842260922773
2003-10-31,0.05352732442058539,0.0018583333333332844,0.01626616141747106,-0.002335220318467668
2003-11-30,0.010920284892255161,0.0027250000000000347,0.043144862450809285,0.03198956513125806
2003-12-31,0.05031333965133,0.0061333333333333465,0.030758591268527757,0.04763111137978071
2004-01-31,0.019770074198200316,0.013758333333333272,0.042819498575993986,-0.03247534184164658
2004-02-29,0.013570615268342356,0.009408333333333328,0.016424207785933342,-0.01442073131405408
2004-03-31,-0.01324552414461233,0.02465000000000002,0.05703535635981738,0.07795154987957331
2004-04-30,-0.018921384666532926,-0.0410083333333333,-0.1455731562741983,-0.09431310307571206
2004-05-31,0.017122993207306036,-0.02782500000000002,0.07093125331099648,0.01808785529715773
2004-06-30,0.01850180564949855,0.0030833333333333086,0.03272481908707814,-0.00355328400122934
2004-07-31,-0.03221836592432048,0.023491666666666695,0.005118885141502716,-0.004075410286911052
2004-08-31,0.0024355587458602113,0.022449999999999946,0.07829394069014417,0.04961635267643061
2004-09-30,0.010037059834228534,0.016316666666666736,0.002105214900906871,0.020224216457080058
2004-10-31,0.012884296362611014,0.00599166666666668,0.05389231408323836,0.023405749957616573
